x1,x2,x3,x4,x5,distance
-66,-75,-66,-85,-86,28
-75,-66,-85,-86,-86,28
-66,-85,-86,-86,-85,28
-85,-86,-86,-85,-66,28
-86,-86,-85,-66,-79,28
-86,-85,-66,-79,-67,28
-85,-66,-79,-67,-66,28
-66,-79,-67,-66,-68,28
-79,-67,-66,-68,-67,28
-67,-66,-68,-67,-67,28
-66,-68,-67,-67,-85,28
-68,-67,-67,-85,-66,28
-67,-67,-85,-66,-46,28
-67,-85,-66,-46,-85,28
-85,-66,-46,-85,-85,28
-66,-46,-85,-85,-66,28
-46,-85,-85,-66,-67,28
-85,-85,-66,-67,-85,28
-85,-66,-67,-85,-66,28
-66,-67,-85,-66,-76,28
-67,-85,-66,-76,-76,28
-85,-66,-76,-76,-66,28
-66,-76,-76,-66,-66,28
-76,-76,-66,-66,-68,28
-76,-66,-66,-68,-66,28
-66,-66,-68,-66,-66,28
-66,-68,-66,-66,-66,28
-68,-66,-66,-66,-87,28
-66,-66,-66,-87,-66,28
-66,-66,-87,-66,-68,28
-66,-87,-66,-68,-67,28
-87,-66,-68,-67,-66,28
-66,-68,-67,-66,-68,28
-68,-67,-66,-68,-86,28
-67,-66,-68,-86,-68,28
-66,-68,-86,-68,-69,28
-68,-86,-68,-69,-87,28
-86,-68,-69,-87,-87,28
-68,-69,-87,-87,-86,28
-69,-87,-87,-86,-69,28
-87,-87,-86,-69,-66,28
-87,-86,-69,-66,-67,28
-86,-69,-66,-67,-66,28
-69,-66,-67,-66,-69,28
-66,-67,-66,-69,-85,28
-67,-66,-69,-85,-86,28
-66,-69,-85,-86,-66,28
-69,-85,-86,-66,-68,28
-85,-86,-66,-68,-67,28
-86,-66,-68,-67,-85,28
-66,-68,-67,-85,-69,28
-68,-67,-85,-69,-86,28
-67,-85,-69,-86,-67,28
-85,-69,-86,-67,-86,28
-69,-86,-67,-86,-83,28
-86,-67,-86,-83,-66,28
-67,-86,-83,-66,-68,28
-86,-83,-66,-68,-66,28
-83,-66,-68,-66,-57,28
-66,-68,-66,-57,-76,28
-68,-66,-57,-76,-66,28
-66,-57,-76,-66,-87,28
-57,-76,-66,-87,-69,28
-76,-66,-87,-69,-64,28
-66,-87,-69,-64,-67,28
-87,-69,-64,-67,-66,28
-69,-64,-67,-66,-69,28
-64,-67,-66,-69,-76,28
-67,-66,-69,-76,-67,28
-66,-69,-76,-67,-68,28
-69,-76,-67,-68,-85,28
-76,-67,-68,-85,-66,28
-67,-68,-85,-66,-66,28
-68,-85,-66,-66,-66,28
-85,-66,-66,-66,-67,28
-66,-66,-66,-67,-69,28
-66,-66,-67,-69,-64,28
-66,-67,-69,-64,-66,28
-67,-69,-64,-66,-66,28
-69,-64,-66,-66,-67,28
-64,-66,-66,-67,-76,28
-66,-66,-67,-76,-66,28
-66,-67,-76,-66,-75,28
-67,-76,-66,-75,-67,28
-76,-66,-75,-67,-66,28
-66,-75,-67,-66,-86,28
-75,-67,-66,-86,-66,28
-67,-66,-86,-66,-68,28
-66,-86,-66,-68,-66,28
-86,-66,-68,-66,-66,28
-66,-68,-66,-66,-86,28
-68,-66,-66,-86,-69,28
-66,-66,-86,-69,-66,28
-66,-86,-69,-66,-68,28
-86,-69,-66,-68,-86,28
-69,-66,-68,-86,-85,28
-66,-68,-86,-85,-66,28
-68,-86,-85,-66,-67,28
-86,-85,-66,-67,-44,28
-85,-66,-67,-44,-86,28
-66,-67,-44,-86,-66,28
-67,-44,-86,-66,-74,28
-44,-86,-66,-74,-76,28
-86,-66,-74,-76,-66,28
-66,-74,-76,-66,-84,28
-74,-76,-66,-84,-86,28
-76,-66,-84,-86,-86,28
-66,-84,-86,-86,-66,28
-84,-86,-86,-66,-68,28
-86,-86,-66,-68,-66,28
-86,-66,-68,-66,-87,28
-66,-68,-66,-87,-44,28
-68,-66,-87,-44,-66,28
-66,-87,-44,-66,-86,28
-87,-44,-66,-86,-85,28
-44,-66,-86,-85,-85,28
-66,-86,-85,-85,-66,28
-86,-85,-85,-66,-66,28
-85,-85,-66,-66,-67,28
-85,-66,-66,-67,-86,28
-66,-66,-67,-86,-69,28
-66,-67,-86,-69,-66,28
-67,-86,-69,-66,-66,28
-86,-69,-66,-66,-66,28
-69,-66,-66,-66,-76,28
-66,-66,-66,-76,-66,28
-66,-66,-76,-66,-85,28
-66,-76,-66,-85,-85,28
-76,-66,-85,-85,-66,28
-66,-85,-85,-66,-66,28
-85,-85,-66,-66,-66,28
-85,-66,-66,-66,-67,28
-66,-66,-66,-67,-66,28
-66,-66,-67,-66,-86,28
-66,-67,-66,-86,-88,28
-67,-66,-86,-88,-69,28
-66,-86,-88,-69,-87,28
-86,-88,-69,-87,-69,28
-88,-69,-87,-69,-65,28
-69,-87,-69,-65,-66,28
-87,-69,-65,-66,-86,28
-69,-65,-66,-86,-69,28
-65,-66,-86,-69,-69,28
-66,-86,-69,-69,-86,28
-86,-69,-69,-86,-86,28
-69,-69,-86,-86,-66,28
-69,-86,-86,-66,-68,28
-86,-86,-66,-68,-86,28
-86,-66,-68,-86,-86,28
-66,-68,-86,-86,-66,28
-68,-86,-86,-66,-76,28
-86,-86,-66,-76,-75,28
-86,-66,-76,-75,-67,28
-66,-76,-75,-67,-50,28
-76,-75,-67,-50,-66,28
-75,-67,-50,-66,-85,28
-67,-50,-66,-85,-65,28
-50,-66,-85,-65,-87,28
-66,-85,-65,-87,-66,28
-85,-65,-87,-66,-67,28
-65,-87,-66,-67,-67,28
-87,-66,-67,-67,-67,28
-66,-67,-67,-67,-77,28
-67,-67,-67,-77,-66,28
-67,-67,-77,-66,-66,28
-67,-77,-66,-66,-66,28
-77,-66,-66,-66,-66,28
-66,-66,-66,-66,-67,28
-66,-66,-66,-67,-83,28
-66,-66,-67,-83,-86,28
-66,-67,-83,-86,-66,28
-67,-83,-86,-66,-77,28
-83,-86,-66,-77,-63,28
-86,-66,-77,-63,-67,28
-66,-77,-63,-67,-86,28
-77,-63,-67,-86,-67,28
-63,-67,-86,-67,-87,28
-67,-86,-67,-87,-84,28
-86,-67,-87,-84,-66,28
-67,-87,-84,-66,-86,28
-87,-84,-66,-86,-66,28
-84,-66,-86,-66,-87,28
-66,-86,-66,-87,-66,28
-86,-66,-87,-66,-81,28
-66,-87,-66,-81,-65,28
-87,-66,-81,-65,-87,28
-66,-81,-65,-87,-67,28
-81,-65,-87,-67,-67,28
-65,-87,-67,-67,-85,28
-87,-67,-67,-85,-63,28
-67,-67,-85,-63,-66,28
-67,-85,-63,-66,-67,28
-85,-63,-66,-67,-64,28
-63,-66,-67,-64,-66,28
-66,-67,-64,-66,-68,28
-67,-64,-66,-68,-66,28
-64,-66,-68,-66,-67,28
-66,-68,-66,-67,-67,28
-68,-66,-67,-67,-68,28
-66,-67,-67,-68,-86,28
-67,-67,-68,-86,-66,28
-67,-68,-86,-66,-67,28
-68,-86,-66,-67,-66,28
-86,-66,-67,-66,-66,28
-66,-67,-66,-66,-86,28
-67,-66,-66,-86,-76,28
-66,-66,-86,-76,-86,28
-66,-86,-76,-86,-67,28
-86,-76,-86,-67,-67,28
-76,-86,-67,-67,-64,28
-86,-67,-67,-64,-66,28
-67,-67,-64,-66,-86,28
-67,-64,-66,-86,-91,28
-64,-66,-86,-91,-67,28
-66,-86,-91,-67,-69,28
-86,-91,-67,-69,-86,28
-91,-67,-69,-86,-85,28
-67,-69,-86,-85,-66,28
-69,-86,-85,-66,-86,28
-86,-85,-66,-86,-67,28
-85,-66,-86,-67,-66,28
-66,-86,-67,-66,-68,28
-86,-67,-66,-68,-66,28
-67,-66,-68,-66,-66,28
-66,-68,-66,-66,-67,28
-68,-66,-66,-67,-66,28
-66,-66,-67,-66,-86,28
-66,-67,-66,-86,-68,28
-67,-66,-86,-68,-64,28
-66,-86,-68,-64,-86,28
-86,-68,-64,-86,-66,28
