x1,x2,x3,x4,x5,distance
-70,-69,-70,-75,-70,21
-69,-70,-75,-70,-75,21
-70,-75,-70,-75,-73,21
-75,-70,-75,-73,-76,21
-70,-75,-73,-76,-70,21
-75,-73,-76,-70,-70,21
-73,-76,-70,-70,-69,21
-76,-70,-70,-69,-75,21
-70,-70,-69,-75,-69,21
-70,-69,-75,-69,-75,21
-69,-75,-69,-75,-78,21
-75,-69,-75,-78,-76,21
-69,-75,-78,-76,-72,21
-75,-78,-76,-72,-76,21
-78,-76,-72,-76,-76,21
-76,-72,-76,-76,-71,21
-72,-76,-76,-71,-70,21
-76,-76,-71,-70,-69,21
-76,-71,-70,-69,-72,21
-71,-70,-69,-72,-76,21
-70,-69,-72,-76,-76,21
-69,-72,-76,-76,-72,21
-72,-76,-76,-72,-73,21
-76,-76,-72,-73,-72,21
-76,-72,-73,-72,-69,21
-72,-73,-72,-69,-77,21
-73,-72,-69,-77,-75,21
-72,-69,-77,-75,-69,21
-69,-77,-75,-69,-73,21
-77,-75,-69,-73,-72,21
-75,-69,-73,-72,-76,21
-69,-73,-72,-76,-76,21
-73,-72,-76,-76,-72,21
-72,-76,-76,-72,-72,21
-76,-76,-72,-72,-76,21
-76,-72,-72,-76,-72,21
-72,-72,-76,-72,-70,21
-72,-76,-72,-70,-69,21
-76,-72,-70,-69,-69,21
-72,-70,-69,-69,-76,21
-70,-69,-69,-76,-69,21
-69,-69,-76,-69,-72,21
-69,-76,-69,-72,-74,21
-76,-69,-72,-74,-72,21
-69,-72,-74,-72,-69,21
-72,-74,-72,-69,-69,21
-74,-72,-69,-69,-69,21
-72,-69,-69,-69,-72,21
-69,-69,-69,-72,-72,21
-69,-69,-72,-72,-69,21
-69,-72,-72,-69,-69,21
-72,-72,-69,-69,-76,21
-72,-69,-69,-76,-69,21
-69,-69,-76,-69,-72,21
-69,-76,-69,-72,-69,21
-76,-69,-72,-69,-69,21
-69,-72,-69,-69,-76,21
-72,-69,-69,-76,-70,21
-69,-69,-76,-70,-76,21
-69,-76,-70,-76,-67,21
-76,-70,-76,-67,-69,21
-70,-76,-67,-69,-72,21
-76,-67,-69,-72,-72,21
-67,-69,-72,-72,-69,21
-69,-72,-72,-69,-69,21
-72,-72,-69,-69,-72,21
-72,-69,-69,-72,-76,21
-69,-69,-72,-76,-69,21
-69,-72,-76,-69,-72,21
-72,-76,-69,-72,-76,21
-76,-69,-72,-76,-69,21
-69,-72,-76,-69,-76,21
-72,-76,-69,-76,-69,21
-76,-69,-76,-69,-69,21
-69,-76,-69,-69,-72,21
-76,-69,-69,-72,-72,21
-69,-69,-72,-72,-76,21
-69,-72,-72,-76,-72,21
-72,-72,-76,-72,-75,21
-72,-76,-72,-75,-72,21
-76,-72,-75,-72,-69,21
-72,-75,-72,-69,-76,21
-75,-72,-69,-76,-69,21
-72,-69,-76,-69,-49,21
-69,-76,-69,-49,-72,21
-76,-69,-49,-72,-76,21
-69,-49,-72,-76,-78,21
-49,-72,-76,-78,-69,21
-72,-76,-78,-69,-76,21
-76,-78,-69,-76,-72,21
-78,-69,-76,-72,-71,21
-69,-76,-72,-71,-76,21
-76,-72,-71,-76,-69,21
-72,-71,-76,-69,-74,21
-71,-76,-69,-74,-76,21
-76,-69,-74,-76,-73,21
-69,-74,-76,-73,-76,21
-74,-76,-73,-76,-76,21
-76,-73,-76,-76,-76,21
-73,-76,-76,-76,-72,21
-76,-76,-76,-72,-71,21
-76,-76,-72,-71,-72,21
-76,-72,-71,-72,-76,21
-72,-71,-72,-76,-76,21
-71,-72,-76,-76,-72,21
-72,-76,-76,-72,-76,21
-76,-76,-72,-76,-76,21
-76,-72,-76,-76,-72,21
-72,-76,-76,-72,-76,21
-76,-76,-72,-76,-72,21
-76,-72,-76,-72,-69,21
-72,-76,-72,-69,-47,21
-76,-72,-69,-47,-69,21
-72,-69,-47,-69,-69,21
-69,-47,-69,-69,-72,21
-47,-69,-69,-72,-74,21
-69,-69,-72,-74,-72,21
-69,-72,-74,-72,-76,21
-72,-74,-72,-76,-72,21
-74,-72,-76,-72,-69,21
-72,-76,-72,-69,-67,21
-76,-72,-69,-67,-72,21
-72,-69,-67,-72,-76,21
-69,-67,-72,-76,-72,21
-67,-72,-76,-72,-69,21
-72,-76,-72,-69,-72,21
-76,-72,-69,-72,-76,21
-72,-69,-72,-76,-72,21
-69,-72,-76,-72,-74,21
-72,-76,-72,-74,-69,21
-76,-72,-74,-69,-72,21
-72,-74,-69,-72,-72,21
-74,-69,-72,-72,-72,21
-69,-72,-72,-72,-76,21
-72,-72,-72,-76,-74,21
-72,-72,-76,-74,-72,21
-72,-76,-74,-72,-74,21
-76,-74,-72,-74,-72,21
-74,-72,-74,-72,-69,21
-72,-74,-72,-69,-76,21
-74,-72,-69,-76,-69,21
-72,-69,-76,-69,-74,21
-69,-76,-69,-74,-76,21
-76,-69,-74,-76,-69,21
-69,-74,-76,-69,-76,21
-74,-76,-69,-76,-69,21
-76,-69,-76,-69,-76,21
-69,-76,-69,-76,-69,21
-76,-69,-76,-69,-67,21
-69,-76,-69,-67,-76,21
-76,-69,-67,-76,-71,21
-69,-67,-76,-71,-72,21
-67,-76,-71,-72,-76,21
-76,-71,-72,-76,-76,21
-71,-72,-76,-76,-72,21
-72,-76,-76,-72,-72,21
-76,-76,-72,-72,-69,21
-76,-72,-72,-69,-72,21
-72,-72,-69,-72,-72,21
-72,-69,-72,-72,-70,21
-69,-72,-72,-70,-70,21
-72,-72,-70,-70,-69,21
-72,-70,-70,-69,-69,21
-70,-70,-69,-69,-76,21
-70,-69,-69,-76,-72,21
-69,-69,-76,-72,-69,21
-69,-76,-72,-69,-76,21
-76,-72,-69,-76,-76,21
-72,-69,-76,-76,-69,21
-69,-76,-76,-69,-69,21
-76,-76,-69,-69,-67,21
-76,-69,-69,-67,-72,21
-69,-69,-67,-72,-72,21
-69,-67,-72,-72,-72,21
-67,-72,-72,-72,-69,21
-72,-72,-72,-69,-70,21
-72,-72,-69,-70,-72,21
-72,-69,-70,-72,-74,21
-69,-70,-72,-74,-76,21
-70,-72,-74,-76,-72,21
-72,-74,-76,-72,-69,21
-74,-76,-72,-69,-71,21
-76,-72,-69,-71,-72,21
-72,-69,-71,-72,-78,21
-69,-71,-72,-78,-76,21
-71,-72,-78,-76,-72,21
-72,-78,-76,-72,-70,21
-78,-76,-72,-70,-67,21
-76,-72,-70,-67,-67,21
-72,-70,-67,-67,-69,21
-70,-67,-67,-69,-76,21
-67,-67,-69,-76,-69,21
-67,-69,-76,-69,-69,21
-69,-76,-69,-69,-72,21
-76,-69,-69,-72,-72,21
-69,-69,-72,-72,-72,21
-69,-72,-72,-72,-69,21
-72,-72,-72,-69,-76,21
-72,-72,-69,-76,-72,21
