x1,x2,x3,x4,x5,distance
-93,-75,-73,-78,-94,16
-75,-73,-78,-94,-79,16
-73,-78,-94,-79,-66,16
-78,-94,-79,-66,-67,16
-94,-79,-66,-67,-79,16
-79,-66,-67,-79,-67,16
-66,-67,-79,-67,-79,16
-67,-79,-67,-79,-93,16
-79,-67,-79,-93,-67,16
-67,-79,-93,-67,-67,16
-79,-93,-67,-67,-94,16
-93,-67,-67,-94,-67,16
-67,-67,-94,-67,-94,16
-67,-94,-67,-94,-79,16
-94,-67,-94,-79,-67,16
-67,-94,-79,-67,-67,16
-94,-79,-67,-67,-67,16
-79,-67,-67,-67,-79,16
-67,-67,-67,-79,-67,16
-67,-67,-79,-67,-67,16
-67,-79,-67,-67,-79,16
-79,-67,-67,-79,-94,16
-67,-67,-79,-94,-79,16
-67,-79,-94,-79,-66,16
-79,-94,-79,-66,-79,16
-94,-79,-66,-79,-79,16
-79,-66,-79,-79,-79,16
-66,-79,-79,-79,-67,16
-79,-79,-79,-67,-67,16
-79,-79,-67,-67,-79,16
-79,-67,-67,-79,-66,16
-67,-67,-79,-66,-79,16
-67,-79,-66,-79,-79,16
-79,-66,-79,-79,-66,16
-66,-79,-79,-66,-78,16
-79,-79,-66,-78,-75,16
-79,-66,-78,-75,-95,16
-66,-78,-75,-95,-95,16
-78,-75,-95,-95,-78,16
-75,-95,-95,-78,-66,16
-95,-95,-78,-66,-67,16
-95,-78,-66,-67,-76,16
-78,-66,-67,-76,-78,16
-66,-67,-76,-78,-67,16
-67,-76,-78,-67,-78,16
-76,-78,-67,-78,-67,16
-78,-67,-78,-67,-79,16
-67,-78,-67,-79,-66,16
-78,-67,-79,-66,-79,16
-67,-79,-66,-79,-79,16
-79,-66,-79,-79,-79,16
-66,-79,-79,-79,-67,16
-79,-79,-79,-67,-73,16
-79,-79,-67,-73,-98,16
-79,-67,-73,-98,-79,16
-67,-73,-98,-79,-94,16
-73,-98,-79,-94,-66,16
-98,-79,-94,-66,-66,16
-79,-94,-66,-66,-66,16
-94,-66,-66,-66,-93,16
-66,-66,-66,-93,-73,16
-66,-66,-93,-73,-67,16
-66,-93,-73,-67,-69,16
-93,-73,-67,-69,-67,16
-73,-67,-69,-67,-80,16
-67,-69,-67,-80,-67,16
-69,-67,-80,-67,-90,16
-67,-80,-67,-90,-78,16
-80,-67,-90,-78,-66,16
-67,-90,-78,-66,-67,16
-90,-78,-66,-67,-79,16
-78,-66,-67,-79,-67,16
-66,-67,-79,-67,-79,16
-67,-79,-67,-79,-67,16
-79,-67,-79,-67,-67,16
-67,-79,-67,-67,-86,16
-79,-67,-67,-86,-79,16
-67,-67,-86,-79,-67,16
-67,-86,-79,-67,-68,16
-86,-79,-67,-68,-67,16
-79,-67,-68,-67,-79,16
-67,-68,-67,-79,-67,16
-68,-67,-79,-67,-80,16
-67,-79,-67,-80,-67,16
-79,-67,-80,-67,-67,16
-67,-80,-67,-67,-81,16
-80,-67,-67,-81,-81,16
-67,-67,-81,-81,-80,16
-67,-81,-81,-80,-67,16
-81,-81,-80,-67,-67,16
-81,-80,-67,-67,-80,16
-80,-67,-67,-80,-67,16
-67,-67,-80,-67,-80,16
-67,-80,-67,-80,-80,16
-80,-67,-80,-80,-67,16
-67,-80,-80,-67,-66,16
-80,-80,-67,-66,-80,16
-80,-67,-66,-80,-67,16
-67,-66,-80,-67,-80,16
-66,-80,-67,-80,-80,16
-80,-67,-80,-80,-80,16
-67,-80,-80,-80,-81,16
-80,-80,-80,-81,-69,16
-80,-80,-81,-69,-81,16
-80,-81,-69,-81,-80,16
-81,-69,-81,-80,-79,16
-69,-81,-80,-79,-67,16
-81,-80,-79,-67,-81,16
-80,-79,-67,-81,-66,16
-79,-67,-81,-66,-81,16
-67,-81,-66,-81,-81,16
-81,-66,-81,-81,-67,16
-71,-67,-67,-76,-67,16
-67,-67,-76,-67,-64,16
-67,-76,-67,-64,-68,16
-76,-67,-64,-68,-67,16
-67,-64,-68,-67,-93,16
-64,-68,-67,-93,-94,16
-68,-67,-93,-94,-79,16
-67,-93,-94,-79,-73,16
-93,-94,-79,-73,-76,16
-94,-79,-73,-76,-71,16
-79,-73,-76,-71,-80,16
-73,-76,-71,-80,-91,16
-76,-71,-80,-91,-67,16
-71,-80,-91,-67,-64,16
-80,-91,-67,-64,-67,16
-91,-67,-64,-67,-90,16
-67,-64,-67,-90,-79,16
-64,-67,-90,-79,-79,16
-67,-90,-79,-79,-76,16
-90,-79,-79,-76,-67,16
-79,-79,-76,-67,-67,16
-79,-76,-67,-67,-76,16
-76,-67,-67,-76,-73,16
-67,-67,-76,-73,-95,16
-67,-76,-73,-95,-71,16
-76,-73,-95,-71,-67,16
-73,-95,-71,-67,-67,16
-95,-71,-67,-67,-94,16
-71,-67,-67,-94,-76,16
-67,-67,-94,-76,-93,16
-67,-94,-76,-93,-67,16
-94,-76,-93,-67,-76,16
-76,-93,-67,-76,-79,16
-93,-67,-76,-79,-71,16
-67,-76,-79,-71,-72,16
-76,-79,-71,-72,-67,16
-79,-71,-72,-67,-67,16
-71,-72,-67,-67,-79,16
-72,-67,-67,-79,-64,16
-67,-67,-79,-64,-64,16
-67,-79,-64,-64,-67,16
-79,-64,-64,-67,-67,16
-64,-64,-67,-67,-93,16
-64,-67,-67,-93,-64,16
-67,-67,-93,-64,-67,16
-67,-93,-64,-67,-64,16
-93,-64,-67,-64,-67,16
-64,-67,-64,-67,-65,16
-67,-64,-67,-65,-65,16
-64,-67,-65,-65,-77,16
-67,-65,-65,-77,-64,16
-65,-65,-77,-64,-67,16
-65,-77,-64,-67,-67,16
-77,-64,-67,-67,-78,16
-64,-67,-67,-78,-64,16
-67,-67,-78,-64,-93,16
-67,-78,-64,-93,-67,16
-78,-64,-93,-67,-79,16
-64,-93,-67,-79,-79,16
-93,-67,-79,-79,-67,16
-67,-79,-79,-67,-73,16
-79,-79,-67,-73,-94,16
-79,-67,-73,-94,-71,16
-67,-73,-94,-71,-79,16
-73,-94,-71,-79,-79,16
-94,-71,-79,-79,-79,16
-71,-79,-79,-79,-79,16
-79,-79,-79,-79,-67,16
-79,-79,-79,-67,-94,16
-79,-79,-67,-94,-67,16
-79,-67,-94,-67,-79,16
-67,-94,-67,-79,-64,16
-94,-67,-79,-64,-67,16
-67,-79,-64,-67,-76,16
-79,-64,-67,-76,-92,16
-64,-67,-76,-92,-79,16
-67,-76,-92,-79,-79,16
-76,-92,-79,-79,-76,16
-92,-79,-79,-76,-67,16
-79,-79,-76,-67,-67,16
-79,-76,-67,-67,-65,16
-76,-67,-67,-65,-79,16
-67,-67,-65,-79,-75,16
-67,-65,-79,-75,-79,16
-65,-79,-75,-79,-67,16
-79,-75,-79,-67,-67,16
-75,-79,-67,-67,-79,16
-79,-67,-67,-79,-75,16
-67,-67,-79,-75,-76,16
-67,-79,-75,-76,-76,16
-79,-75,-76,-76,-73,16
-75,-76,-76,-73,-71,16
-76,-76,-73,-71,-76,16
-76,-73,-71,-76,-64,16
-73,-71,-76,-64,-81,16
-71,-76,-64,-81,-67,16
-76,-64,-81,-67,-78,16
