x1,x2,x3,x4,x5,distance
-63,-63,-63,-70,-64,6
-63,-63,-70,-64,-64,6
-63,-70,-64,-64,-63,6
-70,-64,-64,-63,-64,6
-64,-64,-63,-64,-70,6
-64,-63,-64,-70,-63,6
-63,-64,-70,-63,-69,6
-64,-70,-63,-69,-66,6
-70,-63,-69,-66,-63,6
-63,-69,-66,-63,-63,6
-69,-66,-63,-63,-60,6
-66,-63,-63,-60,-63,6
-63,-63,-60,-63,-64,6
-63,-60,-63,-64,-66,6
-60,-63,-64,-66,-69,6
-63,-64,-66,-69,-64,6
-64,-66,-69,-64,-69,6
-66,-69,-64,-69,-62,6
-69,-64,-69,-62,-70,6
-64,-69,-62,-70,-60,6
-69,-62,-70,-60,-63,6
-62,-70,-60,-63,-69,6
-70,-60,-63,-69,-63,6
-60,-63,-69,-63,-64,6
-63,-69,-63,-64,-63,6
-69,-63,-64,-63,-68,6
-63,-64,-63,-68,-69,6
-64,-63,-68,-69,-63,6
-63,-68,-69,-63,-60,6
-68,-69,-63,-60,-63,6
-69,-63,-60,-63,-64,6
-63,-60,-63,-64,-67,6
-60,-63,-64,-67,-61,6
-63,-64,-67,-61,-61,6
-64,-67,-61,-61,-63,6
-67,-61,-61,-63,-64,6
-61,-61,-63,-64,-67,6
-61,-63,-64,-67,-68,6
-63,-64,-67,-68,-63,6
-64,-67,-68,-63,-60,6
-67,-68,-63,-60,-61,6
-68,-63,-60,-61,-61,6
-63,-60,-61,-61,-65,6
-60,-61,-61,-65,-60,6
-61,-61,-65,-60,-61,6
-61,-65,-60,-61,-70,6
-65,-60,-61,-70,-65,6
-60,-61,-70,-65,-64,6
-61,-70,-65,-64,-64,6
-70,-65,-64,-64,-61,6
-65,-64,-64,-61,-61,6
-64,-64,-61,-61,-63,6
-64,-61,-61,-63,-63,6
-61,-61,-63,-63,-60,6
-61,-63,-63,-60,-69,6
-63,-63,-60,-69,-63,6
-63,-60,-69,-63,-70,6
-60,-69,-63,-70,-63,6
-69,-63,-70,-63,-69,6
-63,-70,-63,-69,-61,6
-70,-63,-69,-61,-64,6
-63,-69,-61,-64,-63,6
-69,-61,-64,-63,-42,6
-61,-64,-63,-42,-61,6
-64,-63,-42,-61,-63,6
-63,-42,-61,-63,-66,6
-42,-61,-63,-66,-63,6
-61,-63,-66,-63,-70,6
-63,-66,-63,-70,-65,6
-66,-63,-70,-65,-61,6
-63,-70,-65,-61,-69,6
-70,-65,-61,-69,-61,6
-65,-61,-69,-61,-64,6
-61,-69,-61,-64,-67,6
-69,-61,-64,-67,-61,6
-61,-64,-67,-61,-65,6
-64,-67,-61,-65,-61,6
-67,-61,-65,-61,-61,6
-61,-65,-61,-61,-64,6
-65,-61,-61,-64,-64,6
-61,-61,-64,-64,-69,6
-61,-64,-64,-69,-64,6
-64,-64,-69,-64,-61,6
-64,-69,-64,-61,-70,6
-69,-64,-61,-70,-63,6
-64,-61,-70,-63,-70,6
-61,-70,-63,-70,-61,6
-70,-63,-70,-61,-60,6
-63,-70,-61,-60,-60,6
-70,-61,-60,-60,-62,6
-61,-60,-60,-62,-63,6
-60,-60,-62,-63,-70,6
-60,-62,-63,-70,-68,6
-62,-63,-70,-68,-63,6
-63,-70,-68,-63,-63,6
-70,-68,-63,-63,-70,6
-68,-63,-63,-70,-67,6
-63,-63,-70,-67,-67,6
-63,-70,-67,-67,-67,6
-70,-67,-67,-67,-60,6
-67,-67,-67,-60,-64,6
-67,-67,-60,-64,-70,6
-67,-60,-64,-70,-61,6
-60,-64,-70,-61,-63,6
-64,-70,-61,-63,-64,6
-70,-61,-63,-64,-60,6
-61,-63,-64,-60,-60,6
-63,-64,-60,-60,-66,6
-64,-60,-60,-66,-64,6
-60,-60,-66,-64,-67,6
-60,-66,-64,-67,-66,6
-66,-64,-67,-66,-64,6
-64,-67,-66,-64,-61,6
-67,-66,-64,-61,-61,6
