x1,x2,x3,x4,x5,distance
-54,-57,-57,-54,-56,4
-57,-57,-54,-56,-57,4
-57,-54,-56,-57,-53,4
-54,-56,-57,-53,-52,4
-56,-57,-53,-52,-51,4
-57,-53,-52,-51,-51,4
-53,-52,-51,-51,-51,4
-52,-51,-51,-51,-53,4
-51,-51,-51,-53,-57,4
-51,-51,-53,-57,-51,4
-51,-53,-57,-51,-54,4
-53,-57,-51,-54,-53,4
-57,-51,-54,-53,-53,4
-51,-54,-53,-53,-57,4
-54,-53,-53,-57,-53,4
-53,-53,-57,-53,-57,4
-53,-57,-53,-57,-55,4
-57,-53,-57,-55,-51,4
-53,-57,-55,-51,-55,4
-57,-55,-51,-55,-50,4
-55,-51,-55,-50,-57,4
-51,-55,-50,-57,-51,4
-55,-50,-57,-51,-53,4
-50,-57,-51,-53,-51,4
-57,-51,-53,-51,-53,4
-51,-53,-51,-53,-55,4
-53,-51,-53,-55,-54,4
-51,-53,-55,-54,-53,4
-53,-55,-54,-53,-53,4
-55,-54,-53,-53,-54,4
-54,-53,-53,-54,-53,4
-53,-53,-54,-53,-51,4
-53,-54,-53,-51,-53,4
-54,-53,-51,-53,-55,4
-53,-51,-53,-55,-57,4
-51,-53,-55,-57,-49,4
-53,-55,-57,-49,-51,4
-55,-57,-49,-51,-53,4
-57,-49,-51,-53,-57,4
-49,-51,-53,-57,-53,4
-51,-53,-57,-53,-51,4
-53,-57,-53,-51,-53,4
-57,-53,-51,-53,-57,4
-53,-51,-53,-57,-53,4
-51,-53,-57,-53,-51,4
-53,-57,-53,-51,-51,4
-57,-53,-51,-51,-51,4
-53,-51,-51,-51,-51,4
-51,-51,-51,-51,-51,4
-51,-51,-51,-51,-57,4
-51,-51,-51,-57,-52,4
-51,-51,-57,-52,-51,4
-51,-57,-52,-51,-53,4
-57,-52,-51,-53,-53,4
-52,-51,-53,-53,-57,4
-51,-53,-53,-57,-57,4
-53,-53,-57,-57,-55,4
-53,-57,-57,-55,-51,4
-57,-57,-55,-51,-57,4
-57,-55,-51,-57,-55,4
-55,-51,-57,-55,-51,4
-51,-57,-55,-51,-50,4
-57,-55,-51,-50,-52,4
-55,-51,-50,-52,-53,4
-51,-50,-52,-53,-55,4
-50,-52,-53,-55,-51,4
-52,-53,-55,-51,-53,4
-53,-55,-51,-53,-51,4
-55,-51,-53,-51,-53,4
-51,-53,-51,-53,-57,4
-53,-51,-53,-57,-57,4
-51,-53,-57,-57,-51,4
-53,-57,-57,-51,-51,4
-57,-57,-51,-51,-49,4
-57,-51,-51,-49,-49,4
-51,-51,-49,-49,-54,4
-51,-49,-49,-54,-53,4
-49,-49,-54,-53,-57,4
-49,-54,-53,-57,-53,4
-54,-53,-57,-53,-57,4
-53,-57,-53,-57,-54,4
-57,-53,-57,-54,-57,4
-53,-57,-54,-57,-53,4
-57,-54,-57,-53,-53,4
-54,-57,-53,-53,-53,4
-57,-53,-53,-53,-53,4
-53,-53,-53,-53,-53,4
-53,-53,-53,-53,-53,4
-53,-53,-53,-53,-53,4
-53,-53,-53,-53,-53,4
-53,-53,-53,-53,-54,4
-53,-53,-53,-54,-53,4
-53,-53,-54,-53,-57,4
-53,-54,-53,-57,-55,4
-54,-53,-57,-55,-53,4
-53,-57,-55,-53,-53,4
-57,-55,-53,-53,-49,4
-55,-53,-53,-49,-57,4
-53,-53,-49,-57,-57,4
-53,-49,-57,-57,-52,4
-49,-57,-57,-52,-53,4
-57,-57,-52,-53,-51,4
-57,-52,-53,-51,-53,4
-52,-53,-51,-53,-51,4
-53,-51,-53,-51,-57,4
-51,-53,-51,-57,-55,4
-53,-51,-57,-55,-53,4
-51,-57,-55,-53,-52,4
-57,-55,-53,-52,-54,4
-55,-53,-52,-54,-53,4
-53,-52,-54,-53,-57,4
-52,-54,-53,-57,-57,4
-54,-53,-57,-57,-51,4
-53,-57,-57,-51,-57,4
-57,-57,-51,-57,-53,4
-57,-51,-57,-53,-52,4
-51,-57,-53,-52,-53,4
-57,-53,-52,-53,-57,4
-53,-52,-53,-57,-51,4
-52,-53,-57,-51,-57,4
-53,-57,-51,-57,-51,4
-57,-51,-57,-51,-57,4
-51,-57,-51,-57,-53,4
-57,-51,-57,-53,-52,4
-51,-57,-53,-52,-51,4
-57,-53,-52,-51,-55,4
-53,-52,-51,-55,-54,4
-52,-51,-55,-54,-51,4
-51,-55,-54,-51,-51,4
-55,-54,-51,-51,-53,4
-54,-51,-51,-53,-52,4
-51,-51,-53,-52,-51,4
-51,-53,-52,-51,-57,4
-53,-52,-51,-57,-55,4
-52,-51,-57,-55,-57,4
-51,-57,-55,-57,-57,4
-57,-55,-57,-57,-57,4
-55,-57,-57,-57,-53,4
-57,-57,-57,-53,-53,4
-57,-57,-53,-53,-53,4
-57,-53,-53,-53,-57,4
-53,-53,-53,-57,-57,4
-53,-53,-57,-57,-55,4
-53,-57,-57,-55,-52,4
-57,-57,-55,-52,-55,4
-57,-55,-52,-55,-55,4
-55,-52,-55,-55,-51,4
-52,-55,-55,-51,-57,4
-55,-55,-51,-57,-51,4
-55,-51,-57,-51,-53,4
-51,-57,-51,-53,-53,4
-57,-51,-53,-53,-52,4
-51,-53,-53,-52,-57,4
-53,-53,-52,-57,-49,4
-53,-52,-57,-49,-57,4
